user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
909,23,Female,56.5,1.97,169,151,56,2,1380,Strength,28.6,2.6,3,2,13.2,12751,171,7.63,76,102,Good,Intermediate
910,33,Male,78.7,1.61,193,137,55,0.93,1668,Strength,24.5,2.3,,2,19.47,9233,146,5.42,95,102,Good,Intermediate
911,27,Male,75.4,1.58,192,169,63,1.3,1386,Strength,16.9,3.6,3,1,15.63,12929,115,4.68,90,102,Good,Intermediate
912,48,Male,59.6,1.78,181,152,53,1.65,1741,Strength,23.2,3.3,4,1,12.32,6206,78,4.02,92,102,Good,Intermediate
913,29,Female,57.2,1.84,168,141,74,1.56,303,Yoga,16.8,2.4,5,3,29.68,14966,155,6.02,86,102,Good,Intermediate
914,39,Female,74.3,1.63,178,169,57,1.35,1376,Yoga,25.9,3.2,3,3,20.29,9465,125,5.92,79,102,Good,Intermediate
915,46,Male,64.4,1.82,186,121,72,1.96,582,Cardio,26.2,,3,3,28.07,13502,48,6.04,62,102,Good,Intermediate
916,42,Male,,,182,140,60,2,786,HIIT,27.5,1.5,2,1,22.4,5039,174,4.81,87,102,Good,Intermediate
917,54,Male,63.8,1.92,188,131,57,0.98,1117,HIIT,20.7,1.6,5,2,26.75,7182,119,6.55,91,102,Good,Intermediate
918,21,Female,45.1,1.87,192,138,69,1.89,1071,,25.8,2.3,5,2,19.64,13403,44,7.25,87,102,Good,Intermediate
919,27,Male,63.7,1.86,183,,70,0.91,759,Strength,24.5,3.5,3,3,18.88,7043,38,8.61,83,102,Good,Intermediate
920,30,Female,,1.81,179,144,50,1.52,1144,HIIT,22,1.5,2,2,14.43,13337,37,7.49,69,102,Good,Intermediate
921,58,,59,1.78,166,144,74,1.47,1152,Strength,28.9,3.4,5,2,22.67,7281,67,5.27,98,102,Good,Intermediate
922,20,Male,57.1,1.66,168,146,74,1.17,1040,Cardio,24.6,3.5,2,2,17.57,12475,71,4.06,65,102,Good,Intermediate
923,43,Male,68.8,1.79,188,122,73,1.56,350,HIIT,23.4,1.5,4,1,14.27,13557,128,5.99,97,102,Good,Intermediate
924,26,Female,62.9,1.69,192,139,69,1.77,,Strength,28.8,3.4,4,2,12.32,4316,78,8.38,70,102,Good,Intermediate
925,55,Female,98.6,1.6,197,167,74,1.16,802,HIIT,22.1,2.9,4,2,14.29,9993,107,6.5,94,102,Good,Intermediate
926,25,Female,102.8,2,166,131,73,1.28,1783,Cardio,27.1,3.2,,1,14.05,13788,180,5.54,86,102,Good,Intermediate
927,36,Male,45.8,1.59,177,126,74,0.92,1221,Strength,32.9,3,3,3,30.03,14921,57,7.18,82,102,Good,Intermediate
928,53,Female,47.5,1.66,166,156,55,1.1,1766,HIIT,22.5,1.6,3,1,32.14,5338,83,8.65,85,102,Good,Intermediate
929,52,Male,88,1.87,180,128,74,1.44,1058,Strength,32.2,1.7,4,2,27.54,14452,73,8.08,60,102,Good,Intermediate
930,43,Male,76.3,1.66,188,164,58,0.84,606,Strength,25.7,1.8,3,1,28.19,4587,136,6.62,78,102,Good,Intermediate
931,31,Female,85.9,1.7,162,143,56,2,1455,Yoga,28,3.3,3,3,12.78,10060,125,4.93,68,57,Poor,Beginner
932,28,Male,93.7,1.77,192,142,57,1.45,1230,Cardio,14.8,3.6,2,2,23.62,6244,158,8.74,88,57,Poor,Beginner
933,26,Male,83.6,1.79,171,128,72,0.7,1247,Strength,25.4,3.2,3,1,27.91,12291,77,5,71,57,Poor,Beginner
934,38,Male,101.4,2,190,169,63,,1772,Cardio,20.7,2.6,4,1,38.99,6143,134,6.2,99,57,Poor,Beginner
935,36,,77.6,1.6,183,165,72,0.66,1208,Cardio,25.6,1.7,3,1,12.44,4789,72,4.4,65,57,Poor,Beginner
936,28,,44.7,1.68,166,160,62,0.99,1672,Yoga,28.6,1.5,2,3,17.59,9188,46,5.71,97,57,Poor,Beginner
937,40,Male,79.9,1.51,175,169,64,1.44,1277,Yoga,26.2,1.5,5,3,14.09,6846,55,4.05,77,57,Poor,Beginner
938,45,Female,70.2,1.82,167,139,67,1.32,953,Strength,10,1.5,4,2,13.6,3118,40,4.48,93,57,Poor,Beginner
939,40,Female,44.2,1.7,161,160,64,1.71,979,Yoga,23.7,3.4,3,2,24.1,3118,163,8.93,77,57,Poor,Beginner
940,49,Male,90.6,1.78,181,130,63,1.27,1002,Strength,28.2,2.3,3,2,15.66,10961,116,7.02,81,57,Poor,Beginner
941,40,Female,56.8,1.54,166,167,71,1.06,1225,Yoga,27.6,1.7,4,1,12.32,9074,117,9,75,57,Poor,Beginner
942,51,Female,48.7,1.5,168,140,58,0.93,1108,Cardio,27.3,3.2,2,2,12.32,8918,126,7.05,82,57,Poor,Beginner
943,41,Female,72.3,1.66,165,142,74,1.4,758,Cardio,25.6,3.6,4,1,23.85,8410,30,6.28,85,57,Poor,Beginner
944,43,Female,68,1.78,183,120,58,2,1030,HIIT,22.8,1.5,4,2,17.25,14882,65,4.13,67,57,Poor,Beginner
945,44,Male,46.7,1.81,191,132,58,1.45,1113,Cardio,10,3.5,4,3,23.21,11693,93,5.84,99,57,Poor,Beginner
946,30,Male,59.4,1.87,190,122,50,1.77,1337,Yoga,25.5,2.8,4,1,23.2,14242,151,6.57,72,57,Poor,Beginner
947,18,Female,75.9,1.7,183,151,51,1.01,1289,HIIT,30.1,3.2,2,1,24.94,3051,112,4.08,83,57,Poor,Beginner
948,47,Female,45.1,1.73,193,152,57,1.25,918,,29.7,2.8,3,3,14.58,3749,113,7.39,74,57,Poor,Beginner
949,25,Female,64.6,1.51,194,127,55,1.4,1155,Cardio,26.9,3.5,2,3,17.74,12941,50,5.74,90,57,Poor,Beginner
950,18,Female,68.7,1.6,163,135,61,1.05,367,Yoga,23.1,3.6,3,,33.26,13786,55,7.67,78,57,Poor,Beginner
951,45,Female,61.1,1.74,171,164,69,1.16,1019,Yoga,19.6,2.8,3,1,16.37,12947,66,8.35,96,57,Poor,Beginner
952,47,Female,70.1,1.71,199,139,74,1.15,1238,Cardio,25.1,2.5,4,1,19.95,14741,62,6.49,65,57,Poor,Beginner
953,28,Male,50.3,1.81,176,156,70,1.46,1143,Strength,31.8,1.9,3,1,26.47,7937,170,8.94,89,57,Poor,Beginner
954,18,Female,66.8,1.62,161,169,74,1.57,1410,HIIT,30.2,3.3,,,22.63,5753,59,6.41,94,57,Poor,Beginner
955,28,Male,59.9,1.7,169,163,65,1.26,1474,Yoga,11.7,2.9,4,1,33.85,6946,73,7.77,65,57,Poor,Beginner
956,41,Male,52.8,1.68,192,132,59,1.47,1709,Cardio,29.6,3.5,4,1,12.32,4728,37,4.8,80,57,Poor,Beginner
957,51,Female,62.7,1.73,198,140,50,1.98,1656,Strength,18.2,3.6,4,2,33.87,9283,86,7.6,90,57,Poor,Beginner
958,34,Male,76.4,1.84,164,161,69,1.2,978,Cardio,17,3,3,1,21.69,13987,64,8.61,100,57,Poor,Beginner
959,52,Male,54.7,1.93,193,135,62,2,416,Cardio,31.9,3.2,2,2,34.32,14885,115,8.36,96,57,Poor,Beginner
960,18,Female,49,1.72,190,153,60,0.72,862,HIIT,24.4,2.8,4,3,17.26,12841,117,5.89,84,57,Poor,Beginner
961,30,Male,46.3,1.59,166,133,54,1.33,1001,Strength,23.8,2.2,2,2,17.74,13713,173,8.83,87,83,Excellent,Advanced
962,35,Female,68.2,1.7,178,137,52,2,1181,HIIT,23.5,3.3,3,2,31.92,6823,59,5.45,67,83,Excellent,Advanced
963,36,Female,85.1,1.67,184,131,53,1.03,608,Yoga,19.7,2.1,4,2,20.8,4460,78,7.72,67,83,Excellent,Advanced
964,,Female,59.8,2,188,144,70,2,1337,HIIT,32.9,3.1,3,1,14.17,12385,110,8.77,96,83,Excellent,Advanced
965,56,Female,63.7,1.74,161,158,65,1.94,1297,Yoga,28.6,3.2,3,3,14.53,3027,167,4.95,84,83,Excellent,Advanced
966,34,Male,40,1.68,183,167,64,1.45,1642,Yoga,28.2,2.3,3,2,17.03,9941,123,7.99,68,83,Excellent,Advanced
967,56,Male,64.7,1.78,199,129,62,1.1,941,HIIT,11.5,2.4,3,2,13.72,11515,86,4.53,60,83,Excellent,Advanced
968,28,Male,56.5,1.73,198,136,74,1.23,991,Strength,14.5,3.6,5,1,13.82,11819,110,4.72,78,83,Excellent,Advanced
969,18,Male,56.9,1.74,180,149,59,0.89,1441,Cardio,22,3.2,2,2,19.82,6586,146,4.74,78,83,Excellent,Advanced
970,18,Male,115.8,1.68,177,150,74,1.11,629,Strength,24.2,3.6,5,2,20.56,5389,38,6.99,79,83,Excellent,Advanced
971,45,Male,46,1.76,165,135,69,1.05,1121,Yoga,24,1.5,5,2,28.92,11230,61,5.37,96,83,Excellent,Advanced
972,47,Female,46.9,1.91,162,145,53,1.17,733,HIIT,23.8,1.5,3,2,14.88,10836,85,6.48,84,83,Excellent,Advanced
973,49,Male,110.8,1.62,162,169,59,1.34,1783,Cardio,11.5,1.7,4,2,21.26,3963,115,4.76,73,83,Excellent,Advanced
974,19,Male,97.4,1.75,173,144,56,1.27,917,HIIT,27.1,3.2,4,2,28.45,6687,43,8.62,71,83,Excellent,Advanced
975,42,Male,117.7,1.71,198,149,74,0.89,943,Cardio,23.7,1.8,4,1,26.89,10987,106,8.92,70,83,Excellent,Advanced
976,24,,91.2,1.66,167,129,60,1.27,314,HIIT,30.8,3.4,5,1,21.76,3353,116,6.11,90,83,Excellent,Advanced
977,18,Female,100.3,1.83,168,125,74,1.21,746,Yoga,23.3,3.4,5,1,,8706,130,4.36,78,83,Excellent,Advanced
978,28,Male,51.1,1.66,161,154,65,0.86,944,HIIT,31.1,3.3,5,2,19.67,7626,79,7.51,95,83,Excellent,Advanced
979,18,Male,79,1.64,191,150,74,1.37,1741,Yoga,16.9,1.9,4,,30.73,9451,112,7.76,97,83,Excellent,Advanced
980,44,Female,65,1.57,165,168,70,1.02,1232,Cardio,27.9,3.6,3,1,32.75,3886,107,6.29,70,83,Excellent,Advanced
981,24,Male,86.3,1.71,191,150,50,1.33,1166,Yoga,33.3,1.8,3,1,18.7,12456,153,5.46,69,83,Excellent,Advanced
982,39,Male,43.3,1.68,184,128,51,1.5,712,Cardio,13.2,1.5,2,2,17.06,6436,80,7.68,60,83,Excellent,Advanced
983,18,Male,50.6,2,179,133,,1.85,1265,Strength,19.8,2.7,,2,20.88,8934,177,4.51,69,83,Excellent,Advanced
984,52,Male,40,1.71,165,157,74,1.64,1001,HIIT,18.6,2.8,4,2,17.27,9169,139,7.4,70,83,Excellent,Advanced
985,18,Female,59.9,1.76,179,169,66,1.26,1024,Cardio,,2.1,3,1,18.69,3922,151,4.9,63,83,Excellent,Advanced
986,56,Female,59.1,2,177,,58,0.94,1277,Yoga,14.1,3.4,3,2,16.29,4922,116,6.97,69,83,Excellent,Advanced
987,24,,62.8,1.68,177,163,53,2,1005,HIIT,25.9,2.9,4,1,19.91,13272,92,4.17,75,83,Excellent,Advanced
988,59,Female,72.8,1.65,172,165,55,1.17,1104,HIIT,15.4,3.4,3,1,14.86,9498,74,7.26,84,83,Excellent,Advanced
989,29,Female,65,1.77,194,152,66,1.34,715,HIIT,25.2,1.8,2,1,23.25,14334,52,7.89,84,83,Excellent,Advanced
990,18,Female,74.2,1.85,177,151,66,2,1104,HIIT,28,1.5,3,1,,7509,143,5.84,67,83,Excellent,Advanced
991,46,Female,61.2,1.79,190,157,72,1.05,947,Strength,22.6,2.5,3,1,17.28,4910,155,7.21,92,72,Poor,Advanced
992,27,Female,63.3,1.9,183,148,67,0.58,933,HIIT,20,3.2,4,2,22.45,6685,176,8.94,90,72,Poor,Advanced
993,40,Female,95.3,1.86,171,130,67,1.46,796,\nStrength,10,2,4,1,22.23,7484,54,7.97,71,72,Poor,Advanced
994,42,,73.6,1.73,182,159,66,1.65,1265,Cardio,23.2,2.4,2,2,,9290,141,5.49,68,72,Poor,Advanced
995,35,Male,124.8,1.75,176,161,59,1.2,1240,Yoga,10,3.3,3,2,28.03,4629,167,4.92,61,72,Poor,Advanced
996,18,Male,75.4,1.97,177,136,67,0.76,1371,HIIT,29.7,3.1,2,1,15.43,9451,167,7.92,93,72,Poor,Advanced
997,46,Male,49.8,1.91,160,146,65,2,1009,HIIT,29.4,3,3,3,12.84,11004,179,6.69,67,72,Poor,Advanced
998,18,Male,61,1.67,163,139,70,1.22,361,Strength,27.4,3.4,2,3,17.17,6399,60,4.9,98,72,Poor,Advanced
999,47,Male,100.2,1.67,196,151,73,1.48,953,,24.5,3.2,3,,26.79,14390,172,6.24,80,72,Poor,Advanced
1000,33,Female,73,1.69,196,135,67,1.93,881,Yoga,10,2.2,2,2,23.54,5015,177,5.03,70,72,Poor,Advanced
1001,30,Male,88.2,1.72,191,155,54,1.28,911,Strength,27.2,2.2,4,3,15.42,4438,38,4.42,67,72,Poor,Advanced
1002,34,Female,61.7,1.81,183,141,72,0.98,1443,HIIT,31.4,2.6,4,3,20.6,11292,169,4.86,60,72,Poor,Advanced
1003,30,Male,120,1.79,187,141,51,2,1508,Yoga,,2.5,4,1,21.36,7068,162,8.52,78,72,Poor,Advanced
1004,30,Male,45.4,1.73,197,151,50,1.27,1200,Cardio,23.1,3.6,4,3,17.33,13799,65,6.89,80,72,Poor,Advanced
1005,30,Male,40,1.87,186,140,56,1.57,848,,26.6,2.6,5,1,12.87,11563,120,7.03,92,72,Poor,Advanced
1006,22,Male,129.9,1.62,185,141,52,1.62,571,Strength,27.2,1.8,4,2,12.32,6438,41,5.19,72,72,Poor,Advanced
1007,53,Female,71.9,2,191,161,74,1.6,1286,Cardio,29,3.7,5,2,12.32,5321,85,8.79,98,72,Poor,Advanced
1008,44,Female,115.6,1.5,186,145,55,1.65,1075,HIIT,25.1,3.5,2,1,18.41,12045,121,5.39,99,72,Poor,Advanced
1009,26,Female,64.7,1.61,197,137,74,1.48,1088,HIIT,25.1,2.2,5,2,24.23,9914,95,5.3,70,72,Poor,Advanced
1010,52,Male,58.2,1.71,182,161,50,1.49,1364,HIIT,28.7,3.5,3,2,21.89,9554,95,7.38,69,72,Poor,Advanced
1011,49,Male,53.8,1.81,185,169,71,1.56,1345,Strength,25.3,2.4,4,2,19.34,11780,98,8.98,72,72,Poor,Advanced
1012,26,Female,63.6,1.77,173,145,55,1.29,1586,Strength,18.9,2.8,3,1,22.45,14705,160,7.02,86,72,Poor,Advanced
1013,23,Male,62.3,1.68,167,122,74,1.69,772,Cardio,21.1,3.3,,1,12.98,5514,141,5.89,98,72,Poor,Advanced
1014,26,Male,55.9,1.61,192,,74,1,1133,Cardio,21.1,2.6,5,1,21.42,7055,61,6.66,95,72,Poor,Advanced
1015,41,Female,65.7,1.57,170,169,71,1.13,708,Yoga,26.5,1.9,5,1,12.32,9664,52,5.81,81,72,Poor,Advanced
1016,59,Female,65.5,1.78,168,139,56,1.26,505,Strength,22.8,2,2,2,28.6,7476,87,5.37,66,72,Poor,Advanced
1017,39,Female,90.5,,175,169,51,2,883,HIIT,30.8,3.6,3,2,20.06,9179,86,5.89,66,72,Poor,Advanced
1018,28,Female,40,1.81,194,164,57,1.57,1070,Yoga,21.3,3.4,3,1,37.33,5023,108,6.94,91,72,Poor,Advanced
1019,48,Male,40,1.67,169,168,57,2,833,Strength,17.8,2.2,3,3,12.32,4565,176,8.33,95,72,Poor,Advanced
1020,54,Female,76.8,1.79,189,132,64,1.32,815,Strength,20.7,2.1,4,1,20.66,7440,42,4.85,84,72,Poor,Advanced
1021,26,Female,92.4,1.59,165,169,55,1.49,1783,HIIT,24.9,1.5,4,2,22.09,5960,166,6.76,85,90,Average,Advanced
1022,28,Male,88.5,1.64,160,163,50,1.25,1190,Cardio,31.7,3.2,3,1,26.98,10812,96,4.05,92,90,Average,Advanced
1023,52,Female,54.3,1.73,185,137,57,2,1783,Yoga,20.5,3.1,3,2,22.75,14685,62,4.71,96,90,Average,Advanced
1024,23,Male,71.2,1.56,170,140,68,0.79,1014,Yoga,21.8,3.5,4,1,13.25,7380,124,7.54,75,90,Average,Advanced
1025,26,Female,64.1,1.68,190,168,55,1.35,1175,Strength,28.1,3.4,2,2,39.84,14111,147,4.92,82,90,Average,Advanced
1026,18,Female,45.3,1.75,190,169,69,0.82,808,Cardio,28.4,3.7,2,3,26.5,10678,100,8.76,93,90,Average,Advanced
1027,21,Female,76,1.72,196,160,73,1.51,1306,Strength,28.8,3.5,3,3,12.32,14771,88,5.53,65,90,Average,Advanced
1028,41,Female,40,1.69,192,138,66,0.95,1556,Yoga,26,2.6,4,1,19.94,8007,110,8.23,100,90,Average,Advanced
1029,30,Male,129.9,1.78,189,120,74,1.51,828,Yoga,20,1.5,2,1,30.83,4302,91,8.72,70,90,Average,Advanced
1030,27,Female,62.9,1.73,187,157,54,0.99,569,Strength,27.9,2.4,4,1,28.52,12425,103,6.77,91,90,Average,Advanced
1031,28,Male,69.3,1.99,183,154,62,1.97,827,Strength,14.4,1.5,4,2,18.72,3175,138,7.39,68,90,Average,Advanced
1032,38,Male,60.6,1.81,170,159,71,1.45,577,Cardio,24.8,3.7,3,3,13.74,10858,166,7.49,85,90,Average,Advanced
1033,59,Female,40,1.65,179,163,71,1.93,823,Cardio,23.4,3.4,3,1,22.78,3227,31,7.57,94,90,Average,Advanced
1034,33,Female,56.6,2,173,131,71,1.65,680,,24.1,1.9,3,2,37.62,8653,165,7.42,62,90,Average,Advanced
1035,27,Female,75.2,1.96,172,132,61,1.22,829,HIIT,14.9,2.7,3,1,21.52,12951,73,7.37,93,90,Average,Advanced
1036,46,Female,78.4,1.55,176,132,69,2,,Strength,23.3,2.2,2,1,23.63,6687,123,8.2,92,90,Average,Advanced
1037,25,Male,42.2,1.82,185,140,56,0.86,373,Strength,17.9,3.5,4,2,29.27,8788,138,6.48,70,90,Average,Advanced
1038,29,Female,57,1.7,168,160,61,0.74,976,Yoga,17.7,2.8,4,3,12.32,9115,116,8.57,75,90,Average,Advanced
1039,32,Female,40,1.89,177,134,71,,1270,HIIT,23.9,1.9,,2,18,11832,60,5.45,90,90,Average,Advanced
1040,49,Male,128.5,1.96,196,138,68,0.5,1165,Cardio,26.1,3.4,2,1,22.89,7809,30,7.69,96,90,Average,Advanced
1041,28,Female,45,1.8,187,162,74,1.82,1395,Strength,23.2,2.7,4,3,12.32,9449,108,8.65,92,90,Average,Advanced
1042,18,Female,78.5,1.81,190,127,74,1.38,466,Yoga,29.9,1.7,4,3,15.7,3580,154,4.29,60,90,Average,Advanced
1043,50,Female,49.4,1.91,188,131,74,1.11,963,Strength,17.6,2.7,2,1,17.89,13084,106,5.77,60,90,Average,Advanced
1044,27,Female,50.3,1.66,180,131,74,1.12,677,Cardio,27.6,1.8,2,2,39.72,8729,77,6.01,60,90,Average,Advanced
1045,40,Female,61,1.88,171,138,62,1.38,1180,HIIT,24.9,2,2,3,12.32,4660,80,4.42,92,90,Average,Advanced
1046,59,Male,79.3,1.79,198,162,74,1.78,933,Strength,25.2,2.7,4,2,16,5518,154,4.03,76,90,Average,Advanced
1047,57,Female,40,1.62,190,123,57,1.43,1093,Yoga,25.2,3.2,5,1,21.11,6704,125,5.5,87,90,Average,Advanced
1048,18,Male,50,1.69,196,143,53,,1115,Yoga,21.6,2.7,4,,28.53,5984,98,4.54,88,90,Average,Advanced
1049,18,Male,48.6,1.95,175,152,57,1.87,862,Strength,23.1,1.6,3,1,12.32,13752,71,4.7,87,90,Average,Advanced
1050,26,Male,91.3,1.63,186,156,67,0.92,1091,Yoga,22.6,2.4,,1,19.46,3095,80,4.55,78,90,Average,Advanced
1051,50,Female,102.2,1.65,198,157,64,1.64,1123,Yoga,17.3,3.3,4,2,17.77,3659,137,7.72,62,81,Average,Beginner
1052,48,Female,40,1.75,196,133,74,2,517,Cardio,12.8,2.5,4,1,12.32,5626,152,8.8,77,81,Average,Beginner
1053,41,Female,69.6,1.63,193,169,55,1.46,1157,Strength,27.9,3.7,4,1,32.29,4946,170,6.48,68,81,Average,Beginner
1054,23,Female,56.8,1.75,183,149,74,1.54,926,Strength,25.3,2.6,2,,12.32,8322,132,6.51,84,81,Average,Beginner
1055,50,Female,99.4,1.7,181,120,58,0.88,694,Yoga,30.5,1.5,3,,16.45,5153,57,7.96,68,81,Average,Beginner
1056,18,Male,51.4,1.83,195,141,54,0.97,1145,HIIT,23.7,1.7,2,3,16.63,5548,33,7.84,75,81,Average,Beginner
1057,22,Male,96.9,1.8,163,132,56,0.94,748,HIIT,21.7,2.5,4,2,24.29,3852,117,6.15,98,81,Average,Beginner
1058,26,Female,64.3,1.7,192,140,65,1.51,1236,Yoga,33.9,3.6,3,2,39.07,3131,104,5.41,65,81,Average,Beginner
1059,42,Female,40,1.72,197,139,74,1.64,1143,Yoga,24,1.5,3,2,19.15,10027,69,7.65,71,81,Average,Beginner
1060,37,Male,40,1.92,194,128,72,1.89,1753,Strength,10,3.4,5,1,15.24,7087,59,8.32,75,81,Average,Beginner
1061,30,Female,85.4,1.71,188,169,74,1.17,744,HIIT,21.6,3.6,4,2,20.15,13917,80,6.37,66,81,Average,Beginner
1062,33,Female,72.9,1.58,178,153,57,0.94,1139,HIIT,25.9,3.5,2,1,18.97,14487,76,4.94,97,81,Average,Beginner
1063,25,Female,48.8,1.84,186,168,65,1.68,972,Strength,25,1.7,3,2,16.6,13304,88,4.6,85,81,Average,Beginner
1064,18,Male,54.9,1.74,187,131,74,0.93,597,HIIT,,3.2,3,3,18.89,3628,79,8.65,87,81,Average,Beginner
1065,38,Male,53.6,1.7,188,126,73,0.97,1083,Yoga,30.4,3.4,4,2,12.32,3289,53,8.32,84,81,Average,Beginner
1066,47,Male,77.9,1.76,164,139,59,1.29,1233,Cardio,34,2.8,2,1,15.38,9673,89,5.11,87,81,Average,Beginner
1067,35,Male,68.5,1.73,175,142,58,1.2,840,Cardio,19.3,2.1,2,3,12.32,10851,139,7.22,79,81,Average,Beginner
1068,59,,,1.56,164,124,56,0.85,917,Cardio,29.4,3.7,2,,18.27,4803,101,8.71,86,81,Average,Beginner
1069,28,,77.2,1.86,180,133,,1.55,1710,Strength,26.5,1.6,4,3,17.34,7046,42,4.91,60,81,Average,Beginner
1070,32,Female,113.1,1.73,165,135,58,1.5,1081,Yoga,26.2,3.3,4,1,12.32,3854,112,5.06,90,81,Average,Beginner
1071,27,Female,53.7,1.75,167,137,74,2,788,Yoga,13.3,2.6,3,,16.24,7590,55,6.15,76,81,Average,Beginner
1072,25,Male,61.3,1.77,173,167,50,1.88,1760,Strength,35,3.1,4,2,17.69,11049,107,4.56,60,81,Average,Beginner
1073,38,Male,41.1,1.67,184,133,74,0.63,804,HIIT,25.6,2.8,5,3,14.26,14189,63,5.66,83,81,Average,Beginner
1074,36,Male,78.2,1.63,191,169,74,2,1381,Cardio,23.1,2.7,3,2,21.82,12648,125,5.19,77,81,Average,Beginner
1075,35,Male,94.6,1.69,167,158,57,0.75,1534,Yoga,33.1,2,4,2,22.21,6441,52,8.44,68,81,Average,Beginner
1076,28,Female,68.8,1.73,198,169,66,1.46,1279,Yoga,31.4,1.6,3,1,12.38,13314,60,4.21,72,81,Average,Beginner
1077,27,Female,43.4,1.71,184,165,71,1.24,945,Strength,10,3.6,2,2,25.15,6160,55,4.37,94,81,Average,Beginner
1078,37,Female,40,1.81,164,139,62,1.35,658,,15.4,,4,1,,13141,151,8.95,72,81,Average,Beginner
1079,40,Female,40,1.74,173,164,72,1.33,1194,HIIT,22.7,1.5,4,1,12.32,11741,41,4.64,86,81,Average,Beginner
1080,24,Male,70.3,1.87,191,127,62,1.75,1285,Yoga,23.9,1.5,2,3,14.32,12019,173,8.88,83,81,Average,Beginner
1081,18,Male,64.7,1.67,167,152,74,1.38,1506,HIIT,26,1.7,4,3,19.63,10347,60,8.55,64,27,Average,Beginner
1082,59,Male,61,1.62,191,162,74,1.69,499,HIIT,14.6,1.8,3,3,21.37,10910,158,7.95,70,27,Average,Beginner
1083,37,Female,44.2,1.61,168,164,73,1.13,1011,Yoga,28.8,2.5,4,3,14.92,12816,63,5.45,96,27,Average,Beginner
1084,18,Male,77.8,1.76,183,157,74,1.27,1086,HIIT,24.6,3.3,3,1,16.37,3996,78,7.7,85,27,Average,Beginner
1085,53,Male,53.5,1.71,195,169,54,1.04,900,Yoga,25.1,2.7,3,2,33.56,11110,161,8.86,70,27,Average,Beginner
1086,44,Male,63.7,1.62,176,166,54,1.16,1142,Cardio,23,3.2,5,2,12.32,10172,128,6.81,84,27,Average,Beginner
1087,28,Female,64.1,1.82,170,120,57,1.53,686,Yoga,16.3,2.7,2,,13.85,9567,82,4.92,70,27,Average,Beginner
1088,,Female,54.5,1.67,196,148,73,1.21,819,Strength,29.4,3.1,3,1,15.16,12369,32,8.4,92,27,Average,Beginner
1089,30,Female,40,1.93,180,143,74,1.94,916,Yoga,17.2,2.3,2,1,12.32,10461,164,5.29,74,27,Average,Beginner
1090,25,Female,68.8,1.73,182,133,74,1.65,851,\nStrength,28.8,1.8,3,3,12.32,7855,171,4.6,74,27,Average,Beginner
1091,18,,50.6,1.74,162,153,74,1.25,634,Strength,29.3,1.5,4,,17.25,3747,104,4.2,69,27,Average,Beginner
1092,53,Female,68.9,1.6,191,155,70,0.89,874,Yoga,10.2,1.6,3,2,27.19,7550,99,8.37,63,27,Average,Beginner
1093,25,Male,100.4,1.76,173,169,58,0.85,1465,Cardio,30.4,1.8,3,1,17.45,13525,83,6.67,60,27,Average,Beginner
1094,58,Female,105.7,1.65,171,136,71,1.22,841,Cardio,32,3.4,,3,13.66,13627,124,5.62,95,27,Average,Beginner
1095,18,Female,61.9,1.58,184,141,,1.63,900,Yoga,25.2,3.7,2,1,18.23,7326,134,8.49,78,27,Average,Beginner
1096,50,Female,60.4,1.72,184,124,74,2,494,\tYoga,27.9,3,4,2,20.81,8318,32,8.12,74,27,Average,Beginner
1097,23,Male,56.2,1.58,184,141,71,2,640,Cardio,25.2,1.5,4,1,,14968,75,5.28,61,27,Average,Beginner
1098,18,Female,42.6,1.56,180,169,62,1.27,1497,Strength,27.1,3.6,4,1,12.46,11804,179,4.53,84,27,Average,Beginner
1099,59,Female,97.4,1.57,199,153,70,0.73,877,Yoga,18.1,3.3,4,1,27.67,13712,171,5.03,88,27,Average,Beginner
1100,32,Male,58.7,,161,130,69,1.07,733,Strength,28.6,1.9,3,3,12.87,6614,82,6.91,85,27,Average,Beginner
1101,21,Male,46.4,2,198,135,74,1,497,Cardio,29.7,1.8,2,1,23.07,5550,141,5.84,90,27,Average,Beginner
1102,32,Male,57.4,1.66,189,136,62,1.55,1068,HIIT,24.6,3.4,2,2,,4535,147,4.93,71,27,Average,Beginner
1103,38,Male,87.9,1.75,183,130,74,1.54,1273,HIIT,24.2,1.6,3,1,12.32,6094,76,7.24,61,27,Average,Beginner
1104,40,Male,87.8,1.64,161,145,59,1.63,849,Cardio,22.5,2.6,4,2,17.55,8081,75,8.09,98,27,Average,Beginner
1105,52,Female,62.4,1.91,191,161,63,2,1783,Yoga,27.3,3.2,2,1,15.2,6077,48,6.13,89,27,Average,Beginner
1106,20,Female,65.7,1.81,189,165,55,1.66,733,Strength,35,3.5,4,2,25.06,13569,55,7.62,68,27,Average,Beginner
1107,23,Female,51.4,2,182,158,65,1.07,738,Strength,31.7,2.6,4,2,15.31,14907,33,7.02,84,27,Average,Beginner
1108,34,Female,75.2,2,196,141,73,1.13,753,HIIT,33.8,3.6,4,2,16.39,9291,33,7.82,62,27,Average,Beginner
